"Country.Name","Country.Code","Domain.Code","Domain.Name","Series.Name","Series.Year","Fieldwork.Start","Fieldwork.End","Indicator","Series.Type","Series.Category","Data.Collection.Method","Year.From","Year.To","Interval","Reference.Date","Male.Birth","Female.Birth","Original.Total.Birth","Observed.SRB","SRB.Jackknife","SE.SRB.Jackknife","SE.SRB.Stochastic","logSRB.Jackknife","SE.logSRB.Jackknife","SE.logSRB.Stochastic","SE.SRB.Modeling","SE.logSRB.Modeling","Inclusion"
"Pakistan","PAK","Punjab","Punjab","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1979,1980,2,1980,708.833986,685.964746,817,1.03333879785128,1.02952292770223,0.0839764972368969,0.055255216296713,0.0323995522211744,0.0811761113457585,0.0533697781681789,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Punjab","Punjab","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1981,1982,2,1982,809.196465,840.903764,920,0.962293783953142,0.95891847131918,0.0757163198618577,0.0474853068280501,-0.0388593518720475,0.0784589639018079,0.0492841816694321,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Punjab","Punjab","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1983,1984,2,1984,950.090006,1000.973794,1082,0.949165714122582,0.947770502964261,0.0687139563063663,0.0426204493942662,-0.0510078979946798,0.0726738462164865,0.0448389243931166,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Punjab","Punjab","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1985,1986,2,1986,945.516217,853.436664,980,1.10789266138208,1.10619904794433,0.0637233383417484,0.0528104327286304,0.102583473721371,0.0574738624333911,0.0475218125397531,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Punjab","Punjab","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1987,1988,2,1988,848.494867,746.681647,908,1.13635425540331,1.13349477039085,0.0860477237854808,0.0570171519400103,0.128175670358182,0.0757226840303871,0.0501186970840693,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Punjab","Punjab","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1989,1991,3,1990.5,944.161958,868.341912,985,1.08731588899742,1.08394451222654,0.0807079300973831,0.0511610570366655,0.0833590771675041,0.0740810562408201,0.0469316018742686,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1952,1953,2,1953,2.708378,0,2,,,,,,,,0.0982024728509571,0.0936006494862588,FALSE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1955,1959,5,1957.5,12.120559,19.527362,37,0.620696180057501,0.584738024039725,0.244995166462554,0.242434554392347,-0.456031918172922,0.398732353045095,0.376248109663515,0.0982024728509571,0.0936006494862588,FALSE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1960,1964,5,1962.5,74.928115,60.428636,177,1.23994384053282,1.22512972957004,0.179173390902288,0.220124844715353,0.213567863601712,0.144604449867496,0.17474215517141,0.0982024728509571,0.0936006494862588,FALSE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1965,1969,5,1967.5,212.0789,181.900736,485,1.16590457336027,1.15927560439725,0.112210639927328,0.119179941369884,0.152449744415332,0.0963511019948169,0.101211185027246,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1970,1972,3,1971.5,265.241895,204.378933,565,1.29779469491604,1.29192892677892,0.118177912210133,0.122435300522613,0.260280801521652,0.0908670332401362,0.0936006494862588,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1973,1975,3,1974.5,312.969569,230.693217,655,1.35664833613205,1.35106073625093,0.122299098025253,0.118355238504431,0.304959945982937,0.0901186688465354,0.0864912742519101,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1976,1977,2,1977,254.871413,222.496663,583,1.14550667665519,1.14078418935125,0.107997631179304,0.106560121750028,0.136166061014496,0.0942398686817248,0.0926186582913322,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1978,1979,2,1979,286.05014,280.907739,682,1.01830636997865,1.01464975319972,0.0865595798926716,0.0849856162186511,0.0181611953970633,0.0849777104429508,0.0829987975795408,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1980,1981,2,1981,352.469499,332.077913,805,1.06140602913269,1.05838313764659,0.0837763240158883,0.0820602603669866,0.0598576765874581,0.0788605587071558,0.0771470864764639,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1982,1983,2,1983,474.935153,391.421499,1002,1.21335990540469,1.20933396587839,0.0935109310034987,0.0833049817269743,0.19305158928935,0.0771971012477971,0.0685626222263376,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1984,1984,1,1984.5,233.386533,219.969274,521,1.06099605984061,1.05752975137673,0.101173610223805,0.0997857197586814,0.0605127878798841,0.0957574996840446,0.0940326104545476,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1985,1985,1,1985.5,229.369573,242.878402,560,0.944380278819522,0.940487800246146,0.0846844645912045,0.087609350300272,-0.0573181681333264,0.0898313804141461,0.0923982813541269,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1986,1987,2,1987,241.409646,270.72865,631,0.891703356848269,0.888453111433435,0.0857407157706614,0.0784953486534297,-0.113626990340784,0.0964236271804355,0.0882812276348822,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1988,1989,2,1989,279.370127,243.432241,628,1.14762993534616,1.14306930476771,0.101080955504839,0.100764886770879,0.137624296404582,0.0884327808384314,0.0872455026835539,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Sindh","Sindh","Demographic and Health Survey","1990-91",1990.958,1991.375,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1990,1991,2,1991,180.915362,192.946216,444,0.937646592664974,0.933715538594114,0.0840244534071869,0.0975050476557661,-0.0645571396276043,0.0896533580850811,0.103337187474053,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Balochistan","Balochistan","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1970,1972,3,1971.5,1.769246,0.428978,6,4.12432805411933,-0.0858110707039508,6.63554723795561,0.738320400012094,1.19779543932962,1.11955781382961,0.682352938157698,0.0982024728509571,0.0936006494862588,FALSE
"Pakistan","PAK","Balochistan","Balochistan","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1973,1977,5,1975.5,12.837043,7.846534,49,1.63601444918228,1.5481895089826,0.507022003701809,1.04507166488459,0.485196385016355,0.303154445480425,0.472369164504747,0.0982024728509571,0.0936006494862588,FALSE
"Pakistan","PAK","Balochistan","Balochistan","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1978,1982,5,1980.5,46.967409,34.577286,209,1.35833127562412,1.33923264315362,0.214555964976355,0.322343372532655,0.304622520869739,0.157500910638668,0.227323663508506,0.0982024728509571,0.0936006494862588,FALSE
"Pakistan","PAK","Balochistan","Balochistan","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1983,1987,5,1985.5,92.87258,81.534237,437,1.13906235487308,1.13279023682018,0.122941706159904,0.174464352353246,0.130508247023075,0.107722147328943,0.151444588219468,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Balochistan","Balochistan","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1988,1992,5,1990.5,142.588363,149.888619,771,0.951295461598722,0.946706732952848,0.0829281567227856,0.112419071051931,-0.0509568919059671,0.0871365454772952,0.11761525353377,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Balochistan","Balochistan","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1993,1995,3,1994.5,105.787269,107.397068,555,0.985010773292247,0.978971953144082,0.0919727400044275,0.135045168669598,-0.0168872257191308,0.0931654663285664,0.135778965596486,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Balochistan","Balochistan","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1996,1998,3,1997.5,148.729615,122.355636,732,1.21555181160596,1.21163977373118,0.104052020096592,0.147183812973007,0.195624919025423,0.0852769874859377,0.120281857782478,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Balochistan","Balochistan","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1999,2001,3,2000.5,154.456092,126.385851,740,1.22209955290011,1.21885924372546,0.0929991852926036,0.148854294033964,0.200823751940352,0.0762843281089223,0.120459840492811,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Balochistan","Balochistan","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",2002,2003,2,2003,87.522653,86.219432,438,1.01511516568562,1.00850439710615,0.0960482951312425,0.156714506760976,0.0129582866125517,0.0944968249233012,0.152083878464238,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Balochistan","Balochistan","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",2004,2007,4,2006,123.254866,103.653613,596,1.1891034227625,1.18146463505154,0.115297659026189,0.161110078823332,0.171456336895606,0.0966546606204305,0.134341349475111,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","KPK","Khyber Pakhtunkhwa","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1972,1975,4,1974,6.820965,5.283427,21,1.29101149689397,1.118587520547,0.576031335065685,1.02924507686435,0.218134864397214,0.435469389317558,0.601861059092907,0.0982024728509571,0.0936006494862588,FALSE
"Pakistan","PAK","KPK","Khyber Pakhtunkhwa","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1976,1980,5,1978.5,67.692466,57.266796,189,1.18205436183299,1.16709330339812,0.192218497988496,0.219816547872135,0.167836226723932,0.162789608752883,0.18063294380223,0.0982024728509571,0.0936006494862588,FALSE
"Pakistan","PAK","KPK","Khyber Pakhtunkhwa","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1981,1985,5,1983.5,215.680302,193.689377,593,1.1135370733316,1.10824909870109,0.117661166725588,0.111596247065083,0.108417441525457,0.10627214302903,0.0996653204902455,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","KPK","Khyber Pakhtunkhwa","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1986,1988,3,1987.5,251.034859,231.607462,685,1.08388070415451,1.07938834257214,0.0918997658684394,0.0996767191318182,0.0799902480028365,0.0846584201124903,0.0914379173838551,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","KPK","Khyber Pakhtunkhwa","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1989,1991,3,1990.5,301.679309,305.186781,852,0.988507129999186,0.983188074056301,0.0842950309533108,0.0811412094002908,-0.0133299660969843,0.0848265449659006,0.0816331917006433,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","KPK","Khyber Pakhtunkhwa","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1992,1994,3,1993.5,362.280963,360.892563,964,1.00384712832112,0.99914771765566,0.0845336826240279,0.0744632259213013,0.00266438747925501,0.0835076305400311,0.0741570224579558,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","KPK","Khyber Pakhtunkhwa","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1995,1997,3,1996.5,357.033358,370.982104,959,0.962400488191743,0.958150180201301,0.080107009207254,0.0715436647912558,-0.0393034164487753,0.082761615744498,0.0742646152026569,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","KPK","Khyber Pakhtunkhwa","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1998,1999,2,1999,296.87726,297.152137,803,0.999074962062279,0.996066056908091,0.0926642562563071,0.0818409991432848,0.000377754887868564,0.092975746250549,0.0818899129325725,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","KPK","Khyber Pakhtunkhwa","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",2000,2000,1,2000.5,177.891158,168.831932,461,1.05365824990974,1.04768745237141,0.101069268400267,0.114290984330098,0.0511833823158732,0.0956336256860147,0.107335354294115,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","KPK","Khyber Pakhtunkhwa","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",2001,2002,2,2002,267.882599,238.579392,673,1.12282371396101,1.11786907090655,0.109893979378571,0.10106056719549,0.116227931303939,0.0979421460478477,0.0896575489094651,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","KPK","Khyber Pakhtunkhwa","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",2003,2004,2,2004,276.185647,258.178766,738,1.06974578614261,1.06505293594731,0.0891181073860966,0.0938384640655843,0.066497192853431,0.0831822323606515,0.087428774763639,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","KPK","Khyber Pakhtunkhwa","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",2005,2007,3,2006.5,270.164364,231.384784,678,1.16759779675054,1.16459269163568,0.0962418416675586,0.105219424281919,0.155776281264405,0.0825092492681187,0.0896183081186841,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Punjab","Punjab","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1972,1975,4,1974,27.367491,44.187297,54,0.619352005170174,0.588734597464704,0.203946105615239,0.155239333842087,-0.474235487159394,0.329717482555866,0.246020002749429,0.0982024728509571,0.0936006494862588,FALSE
"Pakistan","PAK","Punjab","Punjab","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1976,1980,5,1978.5,360.061977,330.542586,513,1.08930586329956,1.08245097597958,0.114716523336803,0.0833457016943346,0.0847886122948722,0.105250371579328,0.0761948288433777,0.0982024728509571,0.0936006494862588,FALSE
"Pakistan","PAK","Punjab","Punjab","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1981,1983,3,1982.5,489.849188,463.783874,716,1.05620142368296,1.05135756405144,0.0953488198593081,0.0683651591100883,0.0541500860389128,0.0899859502824651,0.064624525366489,0.0982024728509571,0.0936006494862588,TRUE
"Pakistan","PAK","Punjab","Punjab","Demographic and Health Survey","2006-07",2006.708,2007.125,"Sex Ratio at Birth","Direct","Standard DHS","Full Birth Histories",1984,1985,2,1985,493.355012,428.475435,677,1.15141959538474,1.14678152089715,0.0978453048197671,0.0765732199452575,0.140577297717073,0.0849643144789975,0.0662445562600268,0.0982024728509571,0.0936006494862588,TRUE
